simulation_id,tenant_id,envio_data,k_clusters,custo_total,quantidade_entregas,data_processamento,custo_transferencia,custo_last_mile,is_ponto_otimo,custo_cluster,created_at
0785b5a8-4daf-4c49-9e63-3469ef8760ef,38ed0dcc-a92b-4c07-85e7-b59e5939b84c,2024-08-26,9,53079.25,695,2025-08-18 16:13:48.726124,16755.21,33104.04,t,3220.0,2025-08-18 16:13:48.726124
0785b5a8-4daf-4c49-9e63-3469ef8760ef,38ed0dcc-a92b-4c07-85e7-b59e5939b84c,2024-08-26,10,54826.240000000005,695,2025-08-18 16:06:34.897278,17992.49,33613.75,f,3220.0,2025-08-18 16:06:34.897278
0785b5a8-4daf-4c49-9e63-3469ef8760ef,38ed0dcc-a92b-4c07-85e7-b59e5939b84c,2024-08-26,11,53345.920000000006,695,2025-08-18 16:08:18.702725,15797.76,34328.16,f,3220.0,2025-08-18 16:08:18.702725
0785b5a8-4daf-4c49-9e63-3469ef8760ef,38ed0dcc-a92b-4c07-85e7-b59e5939b84c,2024-08-26,12,55017.58,695,2025-08-18 16:10:03.862293,17296.78,34500.8,f,3220.0,2025-08-18 16:10:03.862293
0785b5a8-4daf-4c49-9e63-3469ef8760ef,38ed0dcc-a92b-4c07-85e7-b59e5939b84c,2024-08-26,13,55137.74,695,2025-08-18 16:11:55.00724,17223.5,34694.24,f,3220.0,2025-08-18 16:11:55.00724
0785b5a8-4daf-4c49-9e63-3469ef8760ef,38ed0dcc-a92b-4c07-85e7-b59e5939b84c,2024-08-26,14,54794.22,695,2025-08-18 16:13:38.341019,15678.36,35895.86,f,3220.0,2025-08-18 16:13:38.341019
ce093137-e20a-4bfc-b904-415df8fca0ec,38ed0dcc-a92b-4c07-85e7-b59e5939b84c,2024-08-27,1,24313.59,428,2025-08-18 16:14:20.720213,0.0,22601.59,f,1712.0,2025-08-18 16:14:20.720213
ce093137-e20a-4bfc-b904-415df8fca0ec,38ed0dcc-a92b-4c07-85e7-b59e5939b84c,2024-08-27,7,25148.88,405,2025-08-18 16:19:44.481121,7165.72,16263.16,f,1720.0,2025-08-18 16:19:44.481121
ce093137-e20a-4bfc-b904-415df8fca0ec,38ed0dcc-a92b-4c07-85e7-b59e5939b84c,2024-08-27,8,25034.43,405,2025-08-18 16:18:27.702499,7313.61,16000.82,f,1720.0,2025-08-18 16:18:27.702499
ce093137-e20a-4bfc-b904-415df8fca0ec,38ed0dcc-a92b-4c07-85e7-b59e5939b84c,2024-08-27,9,25208.61,405,2025-08-18 16:17:05.386165,7067.08,16421.53,f,1720.0,2025-08-18 16:17:05.386165
ce093137-e20a-4bfc-b904-415df8fca0ec,38ed0dcc-a92b-4c07-85e7-b59e5939b84c,2024-08-27,10,25616.48,405,2025-08-18 16:15:45.39017,7313.88,16582.6,f,1720.0,2025-08-18 16:15:45.39017
ce093137-e20a-4bfc-b904-415df8fca0ec,38ed0dcc-a92b-4c07-85e7-b59e5939b84c,2024-08-27,11,25759.22,405,2025-08-18 16:15:05.846113,7517.16,16522.06,f,1720.0,2025-08-18 16:15:05.846113
ce093137-e20a-4bfc-b904-415df8fca0ec,38ed0dcc-a92b-4c07-85e7-b59e5939b84c,2024-08-27,12,25621.47,405,2025-08-18 16:16:27.096428,7373.01,16528.46,f,1720.0,2025-08-18 16:16:27.096428
ce093137-e20a-4bfc-b904-415df8fca0ec,38ed0dcc-a92b-4c07-85e7-b59e5939b84c,2024-08-27,13,25557.97,405,2025-08-18 16:17:49.412465,7372.82,16465.15,f,1720.0,2025-08-18 16:17:49.412465
ce093137-e20a-4bfc-b904-415df8fca0ec,38ed0dcc-a92b-4c07-85e7-b59e5939b84c,2024-08-27,14,24254.809999999998,405,2025-08-18 16:20:37.282726,7058.15,15476.66,t,1720.0,2025-08-18 16:20:37.282726
ce093137-e20a-4bfc-b904-415df8fca0ec,38ed0dcc-a92b-4c07-85e7-b59e5939b84c,2024-08-27,15,25892.47,405,2025-08-18 16:20:29.738235,7893.66,16278.81,f,1720.0,2025-08-18 16:20:29.738235
a2fbfbe4-59b0-4e3b-934d-625164e6dc6d,38ed0dcc-a92b-4c07-85e7-b59e5939b84c,2024-08-28,1,41082.72,726,2025-08-18 16:21:00.506865,0.0,38178.72,f,2904.0,2025-08-18 16:21:00.506865
a2fbfbe4-59b0-4e3b-934d-625164e6dc6d,38ed0dcc-a92b-4c07-85e7-b59e5939b84c,2024-08-28,4,37735.22,612,2025-08-18 16:25:30.661795,7173.41,27657.81,f,2904.0,2025-08-18 16:25:30.661795
a2fbfbe4-59b0-4e3b-934d-625164e6dc6d,38ed0dcc-a92b-4c07-85e7-b59e5939b84c,2024-08-28,5,36672.83,612,2025-08-18 16:23:59.007957,7578.87,26189.96,f,2904.0,2025-08-18 16:23:59.007957
a2fbfbe4-59b0-4e3b-934d-625164e6dc6d,38ed0dcc-a92b-4c07-85e7-b59e5939b84c,2024-08-28,6,35338.8,612,2025-08-18 16:29:26.923382,7163.5,25271.3,t,2904.0,2025-08-18 16:29:26.923382
a2fbfbe4-59b0-4e3b-934d-625164e6dc6d,38ed0dcc-a92b-4c07-85e7-b59e5939b84c,2024-08-28,7,37469.58,612,2025-08-18 16:21:46.284373,8484.84,26080.74,f,2904.0,2025-08-18 16:21:46.284373
a2fbfbe4-59b0-4e3b-934d-625164e6dc6d,38ed0dcc-a92b-4c07-85e7-b59e5939b84c,2024-08-28,8,38312.29,612,2025-08-18 16:23:19.30421,9990.25,25418.04,f,2904.0,2025-08-18 16:23:19.30421
a2fbfbe4-59b0-4e3b-934d-625164e6dc6d,38ed0dcc-a92b-4c07-85e7-b59e5939b84c,2024-08-28,9,37743.95,612,2025-08-18 16:24:48.406493,9512.91,25327.04,f,2904.0,2025-08-18 16:24:48.406493
a2fbfbe4-59b0-4e3b-934d-625164e6dc6d,38ed0dcc-a92b-4c07-85e7-b59e5939b84c,2024-08-28,10,37535.66,612,2025-08-18 16:26:24.382097,8934.23,25697.43,f,2904.0,2025-08-18 16:26:24.382097
a2fbfbe4-59b0-4e3b-934d-625164e6dc6d,38ed0dcc-a92b-4c07-85e7-b59e5939b84c,2024-08-28,11,37916.56,612,2025-08-18 16:27:44.392386,9149.03,25863.53,f,2904.0,2025-08-18 16:27:44.392386
a2fbfbe4-59b0-4e3b-934d-625164e6dc6d,38ed0dcc-a92b-4c07-85e7-b59e5939b84c,2024-08-28,12,39764.94,612,2025-08-18 16:29:16.256228,11112.72,25748.22,f,2904.0,2025-08-18 16:29:16.256228
60bb04b3-5a69-4cdc-a899-047cdf7142bf,38ed0dcc-a92b-4c07-85e7-b59e5939b84c,2024-08-30,1,84582.89,1640,2025-08-18 16:30:12.506816,0.0,78022.89,f,6560.0,2025-08-18 16:30:12.506816
60bb04b3-5a69-4cdc-a899-047cdf7142bf,38ed0dcc-a92b-4c07-85e7-b59e5939b84c,2024-08-30,11,71670.76999999999,1435,2025-08-18 16:41:19.003868,12333.53,52777.24,t,6560.0,2025-08-18 16:41:19.003868
60bb04b3-5a69-4cdc-a899-047cdf7142bf,38ed0dcc-a92b-4c07-85e7-b59e5939b84c,2024-08-30,12,72486.18000000001,1435,2025-08-18 16:39:00.536454,13869.7,52056.48,f,6560.0,2025-08-18 16:39:00.536454
60bb04b3-5a69-4cdc-a899-047cdf7142bf,38ed0dcc-a92b-4c07-85e7-b59e5939b84c,2024-08-30,13,73779.4,1435,2025-08-18 16:41:02.554318,14587.86,52631.54,f,6560.0,2025-08-18 16:41:02.554318
c500d5c7-72b3-4e64-aa71-b1fec010a492,38ed0dcc-a92b-4c07-85e7-b59e5939b84c,2024-08-31,6,25909.93,347,2025-08-18 16:46:15.541583,6974.21,17067.72,f,1868.0,2025-08-18 16:46:15.541583
c500d5c7-72b3-4e64-aa71-b1fec010a492,38ed0dcc-a92b-4c07-85e7-b59e5939b84c,2024-08-31,7,25085.879999999997,347,2025-08-18 16:46:24.173737,6143.19,17074.69,t,1868.0,2025-08-18 16:46:24.173737
c500d5c7-72b3-4e64-aa71-b1fec010a492,38ed0dcc-a92b-4c07-85e7-b59e5939b84c,2024-08-31,8,26494.39,347,2025-08-18 16:43:22.935454,7504.92,17121.47,f,1868.0,2025-08-18 16:43:22.935454
c500d5c7-72b3-4e64-aa71-b1fec010a492,38ed0dcc-a92b-4c07-85e7-b59e5939b84c,2024-08-31,9,25089.53,347,2025-08-18 16:42:44.420488,6084.57,17136.96,f,1868.0,2025-08-18 16:42:44.420488
c500d5c7-72b3-4e64-aa71-b1fec010a492,38ed0dcc-a92b-4c07-85e7-b59e5939b84c,2024-08-31,10,25420.05,347,2025-08-18 16:44:10.843048,6898.16,16653.89,f,1868.0,2025-08-18 16:44:10.843048
c500d5c7-72b3-4e64-aa71-b1fec010a492,38ed0dcc-a92b-4c07-85e7-b59e5939b84c,2024-08-31,11,25547.03,347,2025-08-18 16:45:37.255363,6539.71,17139.32,f,1868.0,2025-08-18 16:45:37.255363
